,name,movie_title,release_date,budget,revenue,return
5733,Chad Stahelski,John Wick,2014-10-22,20000000.0,88761661.0,4.44
5734,David Leitch,John Wick,2014-10-22,20000000.0,88761661.0,4.44
5735,David Dobkin,The Judge,2014-10-08,50000000.0,83719388.0,1.67
5736,David Ayer,Fury,2014-10-15,68000000.0,211817906.0,3.11
5737,Kristian Levring,The Salvation,2014-05-22,10500000.0,42070000.0,4.01
5738,Theodore Melfi,St. Vincent,2014-10-09,13000000.0,54837234.0,4.22
5739,Clyde Geronimi,Sleeping Beauty,1959-01-28,6000000.0,51000000.0,8.5
5740,Wolfgang Reitherman,Sleeping Beauty,1959-01-28,6000000.0,51000000.0,8.5
5741,Les Clark,Sleeping Beauty,1959-01-28,6000000.0,51000000.0,8.5
5742,Eric Larson,Sleeping Beauty,1959-01-28,6000000.0,51000000.0,8.5
5743,Miguel Arteta,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-08,28000000.0,100654149.0,3.59
5744,Vic Armstrong,Left Behind,2014-10-03,16000000.0,19682924.0,1.23
5745,Stiles White,Ouija,2014-10-24,5000000.0,103590271.0,20.72
5746,Dan Gilroy,Nightcrawler,2014-10-23,8500000.0,38697217.0,4.55
5747,Tibor Hernádi,Felix The Cat: The Movie,1988-10-01,9000000.0,1964253.0,0.22
5748,Chris Williams,Big Hero 6,2014-10-24,165000000.0,652105443.0,3.95
5749,Don Hall,Big Hero 6,2014-10-24,165000000.0,652105443.0,3.95
5750,Alberto Rodríguez,Marshland,2014-09-25,4000000.0,5169755.0,1.29
5751,Jorge R. Gutierrez,The Book of Life,2014-10-01,50000000.0,97437106.0,1.95
5752,Alex Garland,Ex Machina,2015-01-21,15000000.0,36869414.0,2.46
5753,Shane Acker,9,2009-08-19,30000000.0,48428063.0,1.61
5754,Scott Derrickson,Doctor Strange,2016-10-25,165000000.0,677718395.0,4.11
5755,J. Lee Thompson,King Solomon's Mines,1985-03-20,12500000.0,238227.0,0.02
5756,Chu Yen-ping,Kung Fu Dunk,2008-02-07,10000000.0,22896728.0,2.29
5757,Ulrich Seidl,Paradise: Love,2012-04-27,3600000.0,24267.0,0.01
5758,Fritz Kiersch,Children of the Corn,1984-03-09,800000.0,14000000.0,17.5
5759,Joseph L. Mankiewicz,Cleopatra,1963-06-12,31115000.0,71000000.0,2.28
5760,Joseph L. Mankiewicz,Cleopatra,1963-06-12,31115000.0,71000000.0,2.28
5761,Angelina Jolie,By the Sea,2015-11-12,10000000.0,3727746.0,0.37
5762,George P. Cosmatos,Leviathan,1989-03-17,25000000.0,15704614.0,0.63
5763,Bennett Miller,Foxcatcher,2014-05-19,24000000.0,12096300.0,0.5
5764,Greg McLean,Wolf Creek 2,2013-08-30,8000000.0,9630444.0,1.2
5765,Cy Endfield,Zulu,1964-01-22,3500000.0,8000000.0,2.29
5766,Neil Nightingale,Walking With Dinosaurs,2013-12-18,80000000.0,126546518.0,1.58
5767,Barry Cook,Walking With Dinosaurs,2013-12-18,80000000.0,126546518.0,1.58
5768,Andrea Arnold,Wuthering Heights,2011-09-05,8000000.0,100915.0,0.01
5769,George Roy Hill,Hawaii,1966-10-10,15000000.0,34562222.0,2.3
5770,Jade Castro,Remington and the Curse of the Zombadings,2011-08-31,22361.0,721651.0,32.27
5771,Fyodor Bondarchuk,Stalingrad,2013-10-09,30000000.0,68129518.0,2.27
5772,Stefan Ruzowitzky,Deadfall,2012-11-08,12000000.0,66351.0,0.01
5773,Shekhar Kapur,The Four Feathers,2002-09-08,35000000.0,29882645.0,0.85
5774,Morten Tyldum,The Imitation Game,2014-11-14,14000000.0,233555708.0,16.68
5775,Paul Thomas Anderson,Inherent Vice,2014-12-25,20000000.0,11110975.0,0.56
5776,Francis Lawrence,The Hunger Games: Mockingjay - Part 1,2014-11-18,125000000.0,752100229.0,6.02
5777,Ridley Scott,Exodus: Gods and Kings,2014-12-03,140000000.0,268031828.0,1.91
5778,Mark Waters,Head Over Heels,2001-02-02,14000000.0,10424470.0,0.74
5779,Bobby Farrelly,Dumb and Dumber To,2014-11-12,40000000.0,169837010.0,4.25
5780,Peter Farrelly,Dumb and Dumber To,2014-11-12,40000000.0,169837010.0,4.25
5781,Philippe Caland,Repentance,2014-02-28,5000000.0,1189612.0,0.24
5782,James Marsh,The Theory of Everything,2014-11-26,15000000.0,123726688.0,8.25
5783,Christophe Van Rompaey,"Moscow, Belgium",2008-01-30,560000.0,1500000.0,2.68
5784,Charles Martin Smith,Dolphin Tale 2,2014-09-12,36000000.0,52424533.0,1.46
5785,Thomas Carter,When the Game Stands Tall,2014-08-22,15000000.0,30127963.0,2.01
5786,Mohit Suri,Aashiqui 2,2013-04-25,1300000.0,16000000.0,12.31
5787,Mikkel Brænne Sandemose,Ragnarok,2013-11-11,6500000.0,3721345.0,0.57
5788,Yukihiko Tsutsumi,20th Century Boys - Chapter 1: Beginning of the End,2008-08-19,20000000.0,31244858.0,1.56
5789,Todd Solondz,Happiness,1998-10-16,3000000.0,2807390.0,0.94
5790,Hayao Miyazaki,Kiki's Delivery Service,1989-07-29,6900000.0,18172849.0,2.63
5791,Gina Prince-Bythewood,Beyond the Lights,2014-09-10,7000000.0,14618727.0,2.09
5792,Ron Howard,In the Heart of the Sea,2015-11-20,100000000.0,93820758.0,0.94
5793,Colin Trevorrow,Jurassic World,2015-06-09,150000000.0,1513528810.0,10.09
5794,Kim Kwang-sik,My Dear Desperado,2010-05-20,800000.0,4214668.0,5.27
5795,Sean Anders,Horrible Bosses 2,2014-11-26,42000000.0,107670357.0,2.56
5796,Pawan Kumar,Lucia,2013-10-19,79000.0,170000.0,2.15
5797,Eric Darnell,Penguins of Madagascar,2014-11-22,132000000.0,373552094.0,2.83
5798,Simon J. Smith,Penguins of Madagascar,2014-11-22,132000000.0,373552094.0,2.83
5799,Mike Binder,Black or White,2014-09-06,9000000.0,21571189.0,2.4
5800,Russell Crowe,The Water Diviner,2014-12-25,22500000.0,15520023.0,0.69
5801,Richard Glatzer,Still Alice,2014-12-05,5000000.0,43884652.0,8.78
5802,Wash Westmoreland,Still Alice,2014-12-05,5000000.0,43884652.0,8.78
5803,Paul King,Paddington,2014-11-27,55000000.0,259207227.0,4.71
5804,Wes Ball,Maze Runner: The Scorch Trials,2015-09-09,61000000.0,311256926.0,5.1
5805,Dustin Hoffman,Quartet,2012-09-08,11000000.0,59520298.0,5.41
5806,Alfonso Cuarón,Great Expectations,1998-01-19,25000000.0,55494066.0,2.22
5807,Olivier Assayas,Clouds of Sils Maria,2014-08-20,6600000.0,1851517.0,0.28
5808,Aleksey German,Hard to Be a God,2013-02-27,7000000.0,1310673.0,0.19
5809,Danny Boyle,Trance,2013-03-27,20000000.0,24261569.0,1.21
5810,Michael Cuesta,Kill the Messenger,2014-10-09,5000000.0,2450846.0,0.49
5811,Arie Posin,The Face of Love,2013-10-25,4000000.0,350006.0,0.09
5812,Peter Jackson,The Hobbit: The Battle of the Five Armies,2014-12-10,250000000.0,956019788.0,3.82
5813,Ava DuVernay,Selma,2014-12-25,20000000.0,66787908.0,3.34
5814,Angelina Jolie,Unbroken,2014-12-25,65000000.0,163442937.0,2.51
5815,Craig R. Baxley,Action Jackson,1988-02-12,7000000.0,20256975.0,2.89
5816,Paul Fenech,Fat Pizza,2003-04-10,400000.0,7888102.0,19.72
5817,Anthony Silverston,Khumba,2013-07-18,20000000.0,27187375.0,1.36
5818,Ana Lily Amirpour,A Girl Walks Home Alone at Night,2014-01-19,1000000.0,395000.0,0.4
5819,Xavier Dolan,Mommy,2014-05-22,4900000.0,3494070.0,0.71
5820,J.C. Chandor,A Most Violent Year,2014-12-30,20000000.0,12007070.0,0.6
5821,Jean-Marc Vallée,Wild,2014-12-05,15000000.0,52501541.0,3.5
5822,Dwight H. Little,Rapid Fire,1992-07-24,10000000.0,14356479.0,1.44
5823,James Cameron,Titanic,1997-11-18,200000000.0,1845034188.0,9.23
5824,Jean Negulesco,Titanic,1953-04-11,1805000.0,4905000.0,2.72
5825,Tim Burton,Big Eyes,2014-12-24,10000000.0,28883511.0,2.89
5826,Rob Marshall,Into the Woods,2014-12-25,50000000.0,212902372.0,4.26
5827,Ron Clements,Aladdin,1992-11-25,28000000.0,504050219.0,18.0
5828,John Musker,Aladdin,1992-11-25,28000000.0,504050219.0,18.0
5829,Robert Luketic,Killers,2010-06-04,75000000.0,98159963.0,1.31
5830,Seth Rogen,The Interview,2014-12-25,44000000.0,12342632.0,0.28
5831,Evan Goldberg,The Interview,2014-12-25,44000000.0,12342632.0,0.28
5832,Matthew Vaughn,Kingsman: The Secret Service,2015-01-29,81000000.0,414351546.0,5.12
5833,Timur Bekmambetov,Night Watch,2004-06-27,4200000.0,32000000.0,7.62
5834,Shawn Levy,Night at the Museum: Secret of the Tomb,2014-12-17,127000000.0,349424282.0,2.75
5835,Tyler Perry,Madea's Big Happy Family,2011-04-22,25000000.0,53213633.0,2.13
5836,Sergei Bodrov,Seventh Son,2014-12-12,95000000.0,114178613.0,1.2
5837,Andrei Konchalovsky,Gloss,2007-08-23,2500000.0,4684165.0,1.87
5838,David Barrett,Fire with Fire,2012-08-31,20000000.0,4636169.0,0.23
5839,Jason Zada,The Forest,2016-01-07,10000000.0,40055439.0,4.01
5840,John Huston,Annie,1982-06-18,50000000.0,57059003.0,1.14
5841,Will Gluck,Annie,2014-12-19,65000000.0,133821816.0,2.06
5842,Rajkumar Hirani,PK,2014-12-18,13000000.0,120000000.0,9.23
5843,Jeethu Joseph,Drishyam,2013-12-19,750000.0,12000000.0,16.0
5844,Darren Aronofsky,The Fountain,2006-09-06,35000000.0,15304890.0,0.44
5845,Neill Blomkamp,Chappie,2015-03-04,49000000.0,104399548.0,2.13
5846,Ron Krauss,Gimme Shelter,2013-10-17,7500000.0,1359910.0,0.18
5847,Olivier Megaton,Taken 3,2014-12-16,48000000.0,325771424.0,6.79
5848,Michael Mann,Blackhat,2015-01-13,70000000.0,17752940.0,0.25
5849,Alan Taylor,Terminator Genisys,2015-06-23,155000000.0,440603537.0,2.84
5850,Tom Harper,The Woman in Black 2: Angel of Death,2014-12-30,1000000.0,26501323.0,26.5
5851,James Whale,Frankenstein,1931-11-21,291000.0,12000000.0,41.24
5852,Oleg Stepchenko,Forbidden Kingdom,2014-01-30,26000000.0,34592118.0,1.33
5853,Marc Forster,Stay,2005-09-24,50000000.0,8342132.0,0.17
5854,Jon M. Chu,Justin Bieber: Never Say Never,2011-02-11,13000000.0,98441954.0,7.57
5855,Kevin Lima,Tarzan,1999-06-18,150000000.0,448000000.0,2.99
5856,Chris Buck,Tarzan,1999-06-18,150000000.0,448000000.0,2.99
5857,Douglas Aarniokoski,Nurse 3-D,2013-09-28,10.0,10000000.0,1000000.0
5858,Enrique Gato,"Tad, the Lost Explorer",2012-08-31,10500000.0,23000000.0,2.19
5859,Anthony Leonardi III,Nothing Left to Fear,2013-09-26,3000000.0,1675381.0,0.56
5860,Barry Sonnenfeld,Nine Lives,2016-08-03,30000000.0,57814445.0,1.93
5861,David Robert Mitchell,It Follows,2015-02-04,2000000.0,14674076.0,7.34
5862,Tim Burton,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,50000000.0,152000000.0,3.04
5863,Ryoo Seung-wan,The Berlin File,2013-01-30,9000000.0,48965210.0,5.44
5864,Michael Pate,Tim,1979-07-13,600000.0,809000.0,1.35
5865,Mary Agnes Donoghue,Paradise,1991-09-18,34000000.0,18634643.0,0.55
5866,Jack Clayton,The Great Gatsby,1974-03-27,6500000.0,26533200.0,4.08
5867,Baz Luhrmann,The Great Gatsby,2013-05-10,105000000.0,351040419.0,3.34
5868,Gore Verbinski,The Lone Ranger,2013-07-03,255000000.0,89289910.0,0.35
5869,Cecil B. DeMille,The Cheat,1915-12-13,17311.0,137365.0,7.94
5870,Michel Gondry,The Green Hornet,2011-01-12,120000000.0,227817248.0,1.9
5871,Shekhar Kapur,The Four Feathers,2002-09-08,35000000.0,29882645.0,0.85
5872,David Lynch,The Elephant Man,1980-10-02,5000000.0,26010864.0,5.2
5873,King Vidor,Solomon and Sheba,1959-12-25,5000000.0,12200000.0,2.44
5874,Scott Frank,The Lookout,2007-03-09,16000000.0,5367030.0,0.34
5875,Franck Khalfoun,Maniac,2012-12-26,6000000.0,31081.0,0.01
5876,Walter Hill,Supernova,2000-01-14,90000000.0,14828081.0,0.16
5877,Jack Sholder,Supernova,2000-01-14,90000000.0,14828081.0,0.16
5878,Pete Docter,Inside Out,2015-06-09,175000000.0,857611174.0,4.9
5879,Jay DiPietro,Peter and Vandy,2009-01-01,500000.0,11276.0,0.02
5880,Karen Shakhnazarov,White Tiger,2012-05-03,11000000.0,7200000.0,0.65
5881,Jaume Collet-Serra,Non-Stop,2014-01-26,50000000.0,222809600.0,4.46
5882,Roman Polanski,Oliver Twist,2005-09-23,50000000.0,42093706.0,0.84
5883,Ralph S. Singleton,Graveyard Shift,1990-10-26,10500000.0,11582891.0,1.1
5884,Roman Polanski,Oliver Twist,2005-09-23,50000000.0,42093706.0,0.84
5885,Joseph Kosinski,Oblivion,2013-04-10,120000000.0,286168572.0,2.38
5886,Patty Jenkins,Monster,2003-11-16,8000000.0,60378584.0,7.55
5887,Andrei Kavun,Kandahar,2010-02-04,7000000.0,15172408.0,2.17
5888,Santiago Segura,Torrente 5: Operación Eurovegas,2014-10-03,9272437.0,11672363.0,1.26
5889,George Miller,Mad Max: Fury Road,2015-05-13,150000000.0,378858340.0,2.53
5890,Leigh Whannell,Insidious: Chapter 3,2015-06-04,10000000.0,104303851.0,10.43
5891,J.J. Abrams,Star Wars: The Force Awakens,2015-12-15,245000000.0,2068223624.0,8.44
5892,William Wyler,Ben-Hur,1959-12-26,15000000.0,146900000.0,9.79
5893,Timur Bekmambetov,Ben-Hur,2016-08-17,100000000.0,94061311.0,0.94
5894,Duncan Jones,Warcraft,2016-05-25,160000000.0,433677183.0,2.71
5895,Joss Whedon,Avengers: Age of Ultron,2015-04-22,280000000.0,1405403694.0,5.02
5896,Joachim Rønning,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,230000000.0,794191988.0,3.45
5897,Espen Sandberg,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,230000000.0,794191988.0,3.45
5898,Peyton Reed,Ant-Man,2015-07-14,130000000.0,519311965.0,3.99
5899,Tim Story,Fantastic Four,2005-06-29,100000000.0,330579719.0,3.31
5900,Josh Trank,Fantastic Four,2015-08-05,120000000.0,167977596.0,1.4
5901,Tim Miller,Deadpool,2016-02-09,58000000.0,783112979.0,13.5
5902,James Gunn,Guardians of the Galaxy Vol. 2,2017-04-19,200000000.0,863416141.0,4.32
5903,Anthony Russo,Captain America: Civil War,2016-04-27,250000000.0,1153304495.0,4.61
5904,Joe Russo,Captain America: Civil War,2016-04-27,250000000.0,1153304495.0,4.61
5905,Scott Derrickson,Doctor Strange,2016-10-25,165000000.0,677718395.0,4.11
5906,Bryan Singer,X-Men: Apocalypse,2016-05-18,178000000.0,543934787.0,3.06
5907,Edward Burns,Sidewalks of New York,2001-11-23,1000000.0,2402459.0,2.4
5908,Fyodor Bondarchuk,Stalingrad,2013-10-09,30000000.0,68129518.0,2.27
5909,Haile Gerima,Sankofa,1993-05-28,1000000.0,2691899.0,2.69
5910,Arthur Penn,The Miracle Worker,1962-05-22,500000.0,2500000.0,5.0
5911,Joel Schumacher,The Phantom of the Opera,2004-12-08,70000000.0,154648887.0,2.21
5912,Tony Scott,Man on Fire,2004-04-23,70000000.0,130293714.0,1.86
5913,Pierre Morel,Taken,2008-02-18,25000000.0,226830568.0,9.07
5914,Jonathan Silverman,The Opposite Sex,2014-11-08,3300000.0,45000.0,0.01
5915,Jennifer Finnigan,The Opposite Sex,2014-11-08,3300000.0,45000.0,0.01
5916,Catherine Hardwicke,Red Riding Hood,2011-03-11,42000000.0,89162162.0,2.12
5917,Florent-Emilio Siri,My Way,2012-03-14,27563396.0,29193330.0,1.06
5918,Jason Moore,Sisters,2015-12-18,30000000.0,105011053.0,3.5
5919,Andrea Arnold,Wuthering Heights,2011-09-05,8000000.0,100915.0,0.01
5920,Craig Clyde,The Derby Stallion,2005-07-04,750000.0,4000000.0,5.33
5921,Randal Kleiser,The Blue Lagoon,1980-07-05,4500000.0,58853106.0,13.08
5922,Gaspar Noé,Love,2015-07-06,3000000.0,249083.0,0.08
5923,Daniel Barnz,Cake,2014-09-07,7000000.0,2360281.0,0.34
5924,Michel Gondry,The Green Hornet,2011-01-12,120000000.0,227817248.0,1.9
5925,Hamilton Luske,Alice in Wonderland,1951-07-03,3000000.0,572000000.0,190.67
5926,Wilfred Jackson,Alice in Wonderland,1951-07-03,3000000.0,572000000.0,190.67
5927,Clyde Geronimi,Alice in Wonderland,1951-07-03,3000000.0,572000000.0,190.67
5928,Tim Burton,Alice in Wonderland,2010-03-03,200000000.0,1025491110.0,5.13
5929,Arthur Penn,The Miracle Worker,1962-05-22,500000.0,2500000.0,5.0
5930,Charles Shyer,I Love Trouble,1994-06-29,45000000.0,61947267.0,1.38
5931,Vladlen Barbe,The Snow Queen,2012-10-11,7000000.0,12400000.0,1.77
5932,Maksim Sveshnikov,The Snow Queen,2012-10-11,7000000.0,12400000.0,1.77
5933,S. Lee Pogostin,Hard Contract,1969-04-30,4000000.0,1750000.0,0.44
5934,Roger Corman,The Pit and the Pendulum,1961-08-12,200000.0,2000000.0,10.0
5935,Chuck Russell,The Mask,1994-07-29,23000000.0,351583407.0,15.29
5936,Eric Brevig,Journey to the Center of the Earth,2008-07-10,45000000.0,101702060.0,2.26
5937,Terry Jones,The Wind in the Willows,1996-10-16,12.0,1.0,0.08
5938,Wayne Beach,Slow Burn,2005-09-12,15500000.0,1237615.0,0.08
5939,Donald Petrie,Just My Luck,2006-05-12,28000000.0,38159905.0,1.36
5940,Florent-Emilio Siri,Hostage,2005-03-10,52000000.0,77944725.0,1.5
5941,Roger Corman,House of Usher,1960-06-21,270000.0,1450000.0,5.37
5942,Rupert Wyatt,The Gambler,2014-12-25,25000000.0,39171130.0,1.57
5943,Terry Jones,The Wind in the Willows,1996-10-16,12.0,1.0,0.08
5944,Walter Hill,Last Man Standing,1996-09-20,67000000.0,47267001.0,0.71
5945,Walter Hill,Red Heat,1988-06-17,29000000.0,34994648.0,1.21
5946,Sheldon Lettich,Lionheart,1990-06-07,6000000.0,24078196.0,4.01
5947,Delmer Daves,Parrish,1961-05-04,1500000.0,4200000.0,2.8
5948,Richard Brooks,In Cold Blood,1967-12-14,3500000.0,13007551.0,3.72
5949,Alex Cox,Walker,1987-12-04,5800000.0,257043.0,0.04
5950,David Koepp,Mortdecai,2015-01-21,60000000.0,30418560.0,0.51
5951,Sam Taylor-Johnson,Fifty Shades of Grey,2015-02-11,40000000.0,571006128.0,14.28
5952,M. Night Shyamalan,Signs,2002-08-02,72000000.0,408247917.0,5.67
5953,John Carpenter,Halloween,1978-10-25,300000.0,70000000.0,233.33
5954,Rob Zombie,Halloween,2007-08-31,15000000.0,80253908.0,5.35
5955,Joseph Ruben,The Good Son,1993-09-24,17000000.0,44456478.0,2.62
5956,Ari Sandel,The DUFF,2015-02-20,8500000.0,43528634.0,5.12
5957,David Fincher,Zodiac,2007-03-02,65000000.0,84785914.0,1.3
5958,Hamilton Luske,Pinocchio,1940-02-23,2600000.0,84300000.0,32.42
5959,Ben Sharpsteen,Pinocchio,1940-02-23,2600000.0,84300000.0,32.42
5960,Roberto Benigni,Pinocchio,2002-12-25,40000000.0,41323171.0,1.03
5961,Benedikt Erlingsson,Of Horses and Men,2013-08-30,10.0,11.0,1.1
5962,Joe Wright,Pan,2015-09-24,150000000.0,128388320.0,0.86
5963,Dean Israelite,Project Almanac,2015-01-29,12000000.0,32248241.0,2.69
5964,John Crowley,Brooklyn,2015-10-20,11000000.0,62076141.0,5.64
5965,Ken Kwapis,A Walk in the Woods,2015-09-02,8000000.0,35991087.0,4.5
5966,Ramin Bahrani,99 Homes,2014-10-09,8000000.0,1411927.0,0.18
5967,Claudia Llosa,Aloft,2014-02-12,8000000.0,53086.0,0.01
5968,Bryan Buckley,The Bronze,2016-01-22,3500000.0,615816.0,0.18
5969,Andrew Mogel,The D Train,2015-05-08,447524.0,771317.0,1.72
5970,Jarrad Paul,The D Train,2015-05-08,447524.0,771317.0,1.72
5971,Marielle Heller,The Diary of a Teenage Girl,2015-08-07,2000000.0,1477002.0,0.74
5972,Rick Famuyiwa,Dope,2015-06-19,700000.0,17986781.0,25.7
5973,Stephen Frears,Dangerous Liaisons,1988-12-16,14000000.0,34670720.0,2.48
5974,Kevin Reynolds,The Count of Monte Cristo,2002-01-23,35000000.0,75395048.0,2.15
5975,Jon Cassar,When the Bough Breaks,2016-09-09,10000000.0,30658387.0,3.07
5976,Liv Ullmann,Miss Julie,2014-09-07,5500000.0,5000000.0,0.91
5977,Erik Van Looy,The Loft,2014-10-14,14000000.0,10076790.0,0.72
5978,Ryan Gosling,Lost River,2015-04-08,2000000.0,45431.0,0.02
5979,Harley Cokeliss,Battletruck,1982-01-01,1000000.0,3000000.0,3.0
5980,Maccio Capatonda,Italiano medio,2015-01-29,1816720.0,4541800.0,2.5
5981,Daisy von Scherler Mayer,Party Girl,1995-06-09,150000.0,472370.0,3.15
5982,Danny Boyle,The Beach,2000-02-11,40000000.0,144056873.0,3.6
5983,Ron Clements,Hercules,1997-06-26,85000000.0,252712101.0,2.97
5984,John Musker,Hercules,1997-06-26,85000000.0,252712101.0,2.97
5985,Brett Ratner,Hercules,2014-07-23,100000000.0,243400000.0,2.43
5986,Richard Greenberg,Little Monsters,1989-08-25,7000000.0,793775.0,0.11
5987,Jim Sonzero,Pulse,2006-08-11,38000000.0,29907685.0,0.79
5988,Quentin Tarantino,The Hateful Eight,2015-12-25,44000000.0,155760117.0,3.54
5989,Jake Schreier,Paper Towns,2015-06-18,12000000.0,85512300.0,7.13
5990,Jeremy Garelick,The Wedding Ringer,2015-01-16,23000000.0,79799880.0,3.47
5991,Rob Cohen,The Boy Next Door,2015-01-23,4000000.0,52425855.0,13.11
5992,Guillermo del Toro,Crimson Peak,2015-10-13,55000000.0,74679822.0,1.36
5993,Steve Pink,Hot Tub Time Machine 2,2015-02-20,14000000.0,12314651.0,0.88
5994,Ang Lee,Sense and Sensibility,1995-12-13,16500000.0,135000000.0,8.18
5995,Clyde Geronimi,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
5996,Wilfred Jackson,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
5997,Hamilton Luske,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
5998,Kenneth Branagh,Cinderella,2015-03-12,95000000.0,543514353.0,5.72
5999,Erick Zonca,Julia,2008-02-09,6000000.0,1300000.0,0.22
6000,Peter Sollett,Freeheld,2015-10-02,7000000.0,573335.0,0.08
6001,Glenn Ficarra,Focus,2015-02-25,50100000.0,153962963.0,3.07
6002,John Requa,Focus,2015-02-25,50100000.0,153962963.0,3.07
6003,Paul Tibbitt,The SpongeBob Movie: Sponge Out of Water,2015-02-05,74000000.0,311594032.0,4.21
6004,Will Canon,Demonic,2015-02-12,3000000.0,3387000.0,1.13
6005,John Madden,The Second Best Exotic Marigold Hotel,2015-02-26,10000000.0,85978266.0,8.6
6006,Todd Haynes,Poison,1991-04-05,250000.0,609524.0,2.44
6007,Daniel Benmayor,Tracers,2015-01-15,11000000.0,593683.0,0.05
6008,Jean-Jacques Annaud,Wolf Totem,2015-02-19,38000000.0,123205624.0,3.24
6009,David Gelb,The Lazarus Effect,2015-01-29,3300000.0,64110728.0,19.43
6010,Ken Scott,Unfinished Business,2015-03-05,35000000.0,14431253.0,0.41
6011,Roman Prygunov,Soulless,2012-10-04,2800000.0,13218980.0,4.72
6012,Anand L Rai,Raanjhanaa,2013-06-21,6400000.0,18000000.0,2.81
6013,David F. Sandberg,Lights Out,2016-07-21,4900000.0,148868835.0,30.38
6014,F. Javier Gutiérrez,Rings,2017-02-01,25000000.0,83080890.0,3.32
6015,Jaume Collet-Serra,Run All Night,2015-03-11,50000000.0,71561644.0,1.43
6016,Carlos Saldanha,Rio,2011-04-03,90000000.0,484635760.0,5.38
6017,Takashi Yamazaki,Stand by Me Doraemon,2014-08-08,35000000.0,83061158.0,2.37
6018,Ryūichi Yagi,Stand by Me Doraemon,2014-08-08,35000000.0,83061158.0,2.37
6019,Clyde Geronimi,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
6020,Wilfred Jackson,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
6021,Hamilton Luske,Cinderella,1950-03-04,2900000.0,263591415.0,90.89
6022,Kenneth Branagh,Cinderella,2015-03-12,95000000.0,543514353.0,5.72
6023,Christopher Nolan,The Dark Knight,2008-07-16,185000000.0,1004558444.0,5.43
6024,Tobe Hooper,Poltergeist,1982-06-04,10700000.0,122200000.0,11.42
6025,Gil Kenan,Poltergeist,2015-05-20,35000000.0,95437994.0,2.73
6026,Joe Wright,Pan,2015-09-24,150000000.0,128388320.0,0.86
6027,Noah Baumbach,While We're Young,2015-04-03,10000000.0,7587485.0,0.76
6028,William Brent Bell,The Boy,2016-01-22,10000000.0,64188367.0,6.42
6029,James Ponsoldt,The Circle,2017-04-27,18000000.0,20497844.0,1.14
6030,Saul Dibb,Suite Française,2014-11-05,15000000.0,9104716.0,0.61
6031,Robert Schwentke,Insurgent,2015-03-18,110000000.0,295238201.0,2.68
6032,Jalmari Helander,Big Game,2014-09-05,8500000.0,7500000.0,0.88
6033,Thomas Gilou,La vérité si je mens !,1997-04-01,4000000.0,29456000.0,7.36
6034,Tim Johnson,Home,2015-03-18,135000000.0,368871007.0,2.73
6035,Jeff Nichols,Midnight Special,2016-02-18,18000000.0,6212282.0,0.35
6036,Pierre Morel,The Gunman,2015-02-16,40000000.0,13644292.0,0.34
6037,Andrea Di Stefano,Escobar: Paradise Lost,2014-10-11,17000000.0,3758328.0,0.22
6038,James Ponsoldt,The Circle,2017-04-27,18000000.0,20497844.0,1.14
6039,James Wan,Furious 7,2015-04-01,190000000.0,1506249360.0,7.93
6040,Levan Gabriadze,Unfriended,2015-04-17,1000000.0,62882090.0,62.88
6041,John Derek,Bolero,1984-08-31,7000000.0,8914881.0,1.27
6042,George Fitzmaurice,Mata Hari,1931-12-26,558000.0,2227000.0,3.99
6043,Gary Trousdale,Beauty and the Beast,1991-11-13,25000000.0,377350553.0,15.09
6044,Kirk Wise,Beauty and the Beast,1991-11-13,25000000.0,377350553.0,15.09
6045,Christophe Gans,Beauty and the Beast,2014-02-12,33000000.0,49100000.0,1.49
6046,Bill Condon,Beauty and the Beast,2017-03-16,160000000.0,1262886337.0,7.89
6047,Clyde Geronimi,Sleeping Beauty,1959-01-28,6000000.0,51000000.0,8.5
6048,Wolfgang Reitherman,Sleeping Beauty,1959-01-28,6000000.0,51000000.0,8.5
6049,Les Clark,Sleeping Beauty,1959-01-28,6000000.0,51000000.0,8.5
6050,Eric Larson,Sleeping Beauty,1959-01-28,6000000.0,51000000.0,8.5
6051,Dean Israelite,Power Rangers,2017-03-23,100000000.0,142337240.0,1.42
6052,Daniel Espinosa,Child 44,2015-03-15,50000000.0,3324330.0,0.07
6053,Etan Cohen,Get Hard,2015-03-26,40000000.0,111811453.0,2.8
6054,Dmitriy Dyachenko,What Men Talk About,2010-03-04,1950000.0,12005838.0,6.16
6055,Teddy Chan,Kung Fu Jungle,2014-10-31,25000000.0,129115.0,0.01
6056,Michael Mann,Heat,1995-12-15,60000000.0,187436818.0,3.12
6057,John Huston,Moby Dick,1956-06-27,4500000.0,10400000.0,2.31
6058,Conor McMahon,Stitches,2012-05-19,100000.0,95000.0,0.95
6059,Gary Trousdale,Beauty and the Beast,1991-11-13,25000000.0,377350553.0,15.09
